"lat","lon","end_station_id","count"
42.3581,-71.093198,67,185170
42.36213123,-71.09115601,80,151347
42.36507,-71.1031,68,138810
42.352175,-71.055547,22,133558
42.365673,-71.064263,190,121337
42.373268,-71.118579,74,110377
42.3625,-71.08822,107,103604
42.36242784,-71.08495474,189,99100
42.3595732,-71.10129476,178,92651
42.34992828,-71.07739207,36,88906
